id,codigo,nombre
"2672","06420030",San Clemente del Tuyú
"2680","06441050",Ruta Sol
"2578","06270010",Ezeiza
"4759","58056010",San Martín de los Andes
"5606","82119100",Ricardone
"4966","66035010",Cerrillos
"2638","06385050",Zavalía
"2639","06392010",Banderaló
"2640","06392020",Cañada Seca
"2641","06392030",Coronel Charlone
"2642","06392040",Emilio V. Bunge
"2644","06392060",Massey
"2544","06210010",Castilla
"2703","06469100",Roberts
"2692","06462050",Leandro N. Alem
"2694","06469010",Arenaza
"2695","06469020",Bayauca
"2696","06469030",Bermúdez
"2697","06469040",Carlos Salas
"2698","06469050",Coronel Martínez de Hoz
"2699","06469060",El Triunfo
"2700","06469070",Las Toscas
"2702","06469090",Pasteur
"2704","06469110",Triunvirato
"2705","06476010",Arenas Verdes
"2708","06476040",Pieres
"2931","06819030",Sierra de la Ventana
"2945","06833040",Lin Calel
"2939","06826040",30 de Agosto
"2852","06679040",Mira Pampa
"2853","06679050",Roosevelt
"2854","06679060",San Mauricio
"2855","06679070",Sansinena
"2856","06679080",Sundblad
"2857","06686010",La Beba
"2858","06686020",Las Carabelas
"2859","06686030",Los Indios
"2860","06686040",Rafael Obligado
"4273","38112050",La Quiaca
"3028","10042040",Chumbicha
"5475","82070290",Santa Clara de Buena Vista
"4443","50014030",General Alvear
"4099","34035120",Pozo del Tigre
"5239","78007020",Puerto Santa Cruz
"4938","62091070",Maquinchao
"3654","14182250",San Marcos
"5271","82014010",Arequito
"5366","82042110",Elortondo
"4973","66042010",Chicoana
"2546","06210030",Los Angeles
"3001","10021040",Choya
"3180","14021090",Country San Isidro - Country Chacras de la Villa
"3137","14007020",Arroyo San Antonio
"3662","18021020",Corrientes
"4601","54014020",Campo Grande
"5088","70042010",Chimbas
"5274","82014040",Bigand
"4317","42077050",Jacinto Aráuz
"4167","38028020",El Aguilar
"4068","34007010",Laguna Yema
"3555","14147080",Despeñaderos
"4120","34056020",El Colorado
"5178","74028070",Tilisarao
"3501","14133200",Villa Dolores
"3806","22140010",Barranqueras
"3333","14084090",Serrano
"5625","82126130",Piamonte
"2833","06651080",Puán
"3939","30028010",Chajarí
"5320","82021360",Sunchales
"5367","82042120",Firmat
"3305","14063190",Monte Buey
"3453","14119150",Oncativo
"2885","06714060",Salto
"3011","10035020",Belén
"5341","82028140",Máximo Paz
"3815","22154020",Colonia Elisa
"5261","78042010",Puerto San Julián
"5525","82091060",Ceres
"2584","06280010",Comandante Nicanor Otamendi
"2589","06294010",Arribeños
"2590","06294020",Ascensión
"2592","06294040",Ferré
"5787","86147130",Termas de Río Hondo
"3737","22007020",Los Frentones
"4018","30084200",San Benito
"3151","14007160",Parque Calmayo
"3145","14007090",Las Bajadas
"3101","10091120",Loro Huasi
"3102","10091130",Punta de Balasto
"4649","54056030",San Vicente
"4800","62007090",Viedma
"5436","82063100",Monte Vera
"4809","62014090",Pomona
"5605","82119090",Pujato
"3186","14021160",La Granja
"3235","14035110",Santa Magdalena
"5434","82063080",Laguna Paiva
"5765","86126030",Villa Ojo de Agua
"5578","82105240",San Genaro
"3716","18133020",Paso de la Patria
"3204","14021320",Villa Los Llanos - Juárez Celman
